1.000000 1.000000 -1.000000
1.000000 -1.000000 -1.000000
-1.000000 -1.000000 -1.000000
-1.000000 1.000000 -1.000000
1.000000 0.999999 1.000000
0.999999 -1.000001 1.000000
-1.000000 -1.000000 1.000000
-1.000000 1.000000 1.000000
1.000000 -0.000000 -1.000000
0.000000 1.000000 -1.000000
1.000000 1.000000 0.000000
-0.000000 -1.000000 -1.000000
1.000000 -1.000000 0.000000
-1.000000 0.000000 -1.000000
-1.000000 -1.000000 0.000000
-1.000000 1.000000 0.000000
1.000000 -0.000001 1.000000
0.000000 1.000000 1.000000
-0.000001 -1.000000 1.000000
-1.000000 0.000000 1.000000
0.000000 0.000000 -1.000000
-0.000000 -0.000000 1.000000
1.000000 -0.000000 0.000000
-0.000000 -1.000000 0.000000
-1.000000 0.000000 0.000000
0.000000 1.000000 0.000000
