48
17 25 15 
17 15 7 
25 9 3 
25 3 15 
4 10 17 
10 25 17 
10 0 25 
0 9 25 
13 24 15 
13 15 3 
24 19 7 
24 7 15 
2 14 24 
2 24 13 
14 6 19 
14 19 24 
11 23 2 
23 14 2 
23 18 14 
18 6 14 
1 12 11 
12 23 11 
12 5 23 
5 18 23 
8 22 1 
22 12 1 
22 16 12 
16 5 12 
0 10 8 
10 22 8 
10 4 22 
4 16 22 
16 21 18 
16 18 5 
21 19 6 
21 6 18 
4 17 16 
17 21 16 
17 7 19 
17 19 21 
9 20 13 
9 13 3 
20 11 2 
20 2 13 
0 8 20 
0 20 9 
8 1 11 
8 11 20 
